12, 406.59999999999246
11, 351.5999999999925
11, 353.69999999999186
9, 212.40000000000532
13, 467.9999999999862
11, 333.39999999999213
11, 338.1999999999951
10, 286.09999999999786
11, 336.29999999998813
9, 215.80000000000416
10, 295.00000000000296
9, 212.50000000000333
9, 231.1000000000035
8, 181.2000000000049
8, 174.7000000000039
9, 227.90000000000367
13, 453.59999999998877
8, 178.50000000000554
12, 386.7999999999943
9, 214.40000000000435
9, 220.4000000000048
10, 273.70000000000437
12, 400.4999999999885
9, 243.30000000000467
9, 217.2000000000049
9, 215.80000000000499
11, 347.5999999999896
11, 333.0999999999992
11, 346.89999999999645
10, 281.10000000000366
7, 109.30000000000624
12, 409.1999999999914
10, 284.7999999999976
8, 174.70000000000528
8, 167.1000000000018
11, 331.0000000000001
7, 115.8000000000007
9, 228.40000000000563
8, 160.1000000000044
11, 340.4999999999986
7, 107.00000000000225
10, 289.9000000000003
10, 278.50000000000347
8, 156.80000000000476
9, 228.90000000000512
7, 110.60000000000332
8, 166.20000000000618
6, 54.49999999999915
8, 160.0000000000068
9, 222.90000000000566
8, 163.20000000000653
8, 162.20000000000323
7, 120.10000000000488
8, 164.00000000000279
7, 97.30000000000132
5, -12.799999999998102
9, 234.70000000000596
6, 51.79999999999868
7, 93.20000000000351
7, 104.59999999999982
10, 278.4000000000026
9, 215.30000000000643
7, 106.20000000000621
7, 117.00000000000117
7, 125.70000000000317
7, 100.90000000000232
9, 222.00000000000637
9, 220.00000000000503
9, 212.4000000000071
6, 64.1000000000012
5, -2.3000000000010123
7, 98.60000000000164
6, 54.100000000003874
8, 166.50000000000114
8, 157.30000000000558
7, 118.10000000000241
7, 109.1000000000011
5, -12.400000000001127
5, -11.799999999996837
6, 42.30000000000023
7, 102.80000000000362
5, -18.699999999999125
9, 228.70000000000567
7, 93.60000000000781
7, 101.1000000000022
7, 106.60000000000107
6, 58.99999999999988
5, -17.90000000000057
6, 56.200000000002376
6, 42.79999999999921
5, -11.500000000001268
6, 34.29999999999895
5, -8.099999999998111
8, 169.00000000000307
5, -18.100000000001085
4, -72.70000000000087
6, 50.29999999999913
6, 64.0000000000004
5, 0.3000000000014328
7, 111.00000000000406
